invoice_id,subscription_id,customer_id,plan_tier,invoice_month,invoice_amount,total_paid,max_days_to_pay,payment_issue_type,amount_outstanding
8802,2881,2881,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
63828,19192,19192,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
176991,34182,34182,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
149157,45373,45373,Starter,2025-12-01,39,0,NULL,Unpaid,39.00
95830,29417,29417,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
159928,48561,48561,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
88979,27304,27304,Business,2025-12-01,199,0,NULL,Unpaid,199.00
183026,9074,9074,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
49053,14670,14670,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
157338,47779,47779,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
64237,19348,19348,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
141419,43155,43155,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
62036,18600,18600,Business,2025-12-01,199,0,NULL,Unpaid,199.00
119676,36621,36621,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
11353,3629,3629,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
51137,15337,15337,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
76747,23267,23267,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
3845,1231,1231,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
118939,36462,36462,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
64479,19424,19424,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
159441,48400,48400,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
95950,29460,29460,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
10264,3252,3252,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
82972,25338,25338,Business,2025-12-01,199,0,NULL,Unpaid,199.00
135866,41453,41453,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
183171,18642,18642,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
48698,14550,14550,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
74455,22525,22525,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
116760,35845,35845,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
179046,39381,39381,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
105904,32512,32512,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
118693,36356,36356,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
88896,27271,27271,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
70566,21133,21133,Business,2025-12-01,189,0,NULL,Unpaid,189.00
164969,1423,1423,Business,2025-12-01,199,0,NULL,Unpaid,199.00
90042,27613,27613,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
77540,23521,23521,Business,2025-12-01,199,0,NULL,Unpaid,199.00
127084,38880,38880,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
142148,43334,43334,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
170496,15771,15771,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
166309,4590,4590,Business,2025-12-01,199,0,NULL,Unpaid,199.00
168262,9906,9906,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
169004,12020,12020,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
15722,4835,4835,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
127980,39145,39145,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
94870,29095,29095,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
31368,9377,9377,Business,2025-12-01,199,0,NULL,Unpaid,199.00
149306,45451,45451,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
87939,26913,26913,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
60836,18123,18123,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
122223,37395,37395,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
78706,23948,23948,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
87579,26821,26821,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
64378,19392,19392,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
159313,48379,48379,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
182759,49582,49582,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
44873,13336,13336,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
101467,31155,31155,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
59405,17625,17625,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
132892,40648,40648,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
168597,10780,10780,Business,2025-12-01,199,0,NULL,Unpaid,199.00
95146,29175,29175,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
94778,29077,29077,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
179456,40428,40428,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
91531,28044,28044,Business,2025-12-01,199,0,NULL,Unpaid,199.00
110408,33836,33836,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
55866,16682,16682,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
7280,2345,2345,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
98952,30356,30356,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
117440,36041,36041,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
18560,5602,5602,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
90443,27703,27703,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
147662,44973,44973,Business,2025-12-01,199,0,NULL,Unpaid,199.00
104825,32102,32102,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
145818,44384,44384,Business,2025-12-01,199,0,NULL,Unpaid,199.00
85042,26017,26017,Business,2025-12-01,199,0,NULL,Unpaid,199.00
124324,38082,38082,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
20348,6254,6254,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
127442,39008,39008,Business,2025-12-01,199,0,NULL,Unpaid,199.00
150095,45670,45670,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
166300,4439,4439,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
28342,8514,8514,Business,2025-12-01,199,0,NULL,Unpaid,199.00
181708,46710,46710,Business,2025-12-01,199,0,NULL,Unpaid,199.00
35225,10550,10550,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
86336,26425,26425,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
136552,41680,41680,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
20167,6188,6188,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
65853,19869,19869,Business,2025-12-01,199,0,NULL,Unpaid,199.00
70887,21262,21262,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
144368,43979,43979,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
28635,8561,8561,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
71993,21663,21663,Business,2025-12-01,199,0,NULL,Unpaid,199.00
108955,33416,33416,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
75867,22999,22999,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
139278,42525,42525,Business,2025-12-01,199,0,NULL,Unpaid,199.00
111071,33972,33972,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
117380,36025,36025,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
172223,20661,20661,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
139676,42639,42639,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
123666,37868,37868,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
35300,10574,10574,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
92718,28454,28454,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
51526,15427,15427,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
76839,23295,23295,Business,2025-12-01,199,0,NULL,Unpaid,199.00
48027,14302,14302,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
78462,23860,23860,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
87009,26642,26642,Growth,2025-12-01,89,0,NULL,Unpaid,89.00
20904,6415,6415,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
110036,33704,33704,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
112195,34281,34281,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
128040,39158,39158,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
77378,23443,23443,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
128180,39212,39212,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
68831,20682,20682,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
98577,30199,30199,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
87519,26779,26779,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
163400,49655,49655,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
179164,39700,39700,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
34401,10293,10293,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
182471,48678,48678,Business,2025-12-01,199,0,NULL,Unpaid,199.00
155102,47128,47128,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
134214,40990,40990,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
76126,23090,23090,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
116796,35867,35867,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
66415,20019,20019,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
125065,38320,38320,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
165900,3519,3519,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
136328,41612,41612,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
168470,10410,10410,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
124955,38263,38263,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
32822,9828,9828,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
37030,11035,11035,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
10885,3430,3430,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
122194,37392,37392,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
27966,8429,8429,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
179814,41514,41514,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
93403,28676,28676,Business,2025-12-01,199,0,NULL,Unpaid,199.00
168612,10970,10970,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
96783,29690,29690,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
66784,20103,20103,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
73478,22222,22222,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
149509,45507,45507,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
145612,44343,44343,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
121228,37068,37068,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
38101,11370,11370,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
7293,2348,2348,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
81297,24812,24812,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
84284,25805,25805,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
69314,20811,20811,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
47127,14027,14027,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
85446,26140,26140,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
87079,26650,26650,Business,2025-12-01,199,0,NULL,Unpaid,199.00
99649,30608,30608,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
31492,9419,9419,Business,2025-12-01,199,0,NULL,Unpaid,199.00
160290,48719,48719,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
149798,45589,45589,Business,2025-12-01,199,0,NULL,Unpaid,199.00
79707,24263,24263,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
61359,18304,18304,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
86,41,41,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
117666,36112,36112,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
119477,36586,36586,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
31077,9256,9256,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
125580,38479,38479,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
47943,14287,14287,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
86553,26492,26492,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
124145,38027,38027,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
183447,36130,36130,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
170164,14734,14734,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
90461,27723,27723,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
26309,8014,8014,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
52828,15827,15827,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
37967,11327,11327,Business,2025-12-01,189,0,NULL,Unpaid,189.00
13460,4173,4173,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
81315,24824,24824,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
135348,41297,41297,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
24923,7582,7582,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
36592,10879,10879,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
177910,36920,36920,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
167016,6722,6722,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
109285,33475,33475,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
16806,5163,5163,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
38673,11521,11521,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
152649,46435,46435,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
153606,46705,46705,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
135942,41463,41463,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
77436,23455,23455,Business,2025-12-01,199,0,NULL,Unpaid,199.00
56375,16801,16801,Business,2025-12-01,199,0,NULL,Unpaid,199.00
67392,20297,20297,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
176357,32175,32175,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
58594,17442,17442,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
147398,44893,44893,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
92564,28399,28399,Business,2025-12-01,189,0,NULL,Unpaid,189.00
174038,24982,24982,Business,2025-12-01,199,0,NULL,Unpaid,199.00
69147,20762,20762,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
110608,33880,33880,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
140583,42900,42900,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
62604,18750,18750,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
183522,41113,41113,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
145534,44334,44334,Starter,2025-12-01,39,0,NULL,Unpaid,39.00
171672,18800,18800,Starter,2025-12-01,39,0,NULL,Unpaid,39.00
110129,33734,33734,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
123128,37675,37675,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
77247,23402,23402,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
121939,37307,37307,Growth,2025-12-01,69,0,NULL,Unpaid,69.00
175685,29623,29623,Business,2025-12-01,199,0,NULL,Unpaid,199.00
41618,12332,12332,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
139646,42638,42638,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
166595,5634,5634,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
88123,26971,26971,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
17761,5416,5416,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
31398,9381,9381,Business,2025-12-01,199,0,NULL,Unpaid,199.00
122428,37469,37469,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
17460,5323,5323,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
55477,16603,16603,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
48136,14388,14388,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
14458,4479,4479,Business,2025-12-01,199,0,NULL,Unpaid,199.00
79908,24316,24316,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
146249,44510,44510,Business,2025-12-01,199,0,NULL,Unpaid,199.00
21191,6474,6474,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
25493,7778,7778,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
115819,35498,35498,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
118215,36219,36219,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
20200,6196,6196,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
183003,7758,7758,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
29389,8789,8789,Business,2025-12-01,199,0,NULL,Unpaid,199.00
57424,17116,17116,Starter,2025-12-01,29,0,NULL,Unpaid,29.00
129511,39678,39678,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
155661,47347,47347,Growth,2025-12-01,79,0,NULL,Unpaid,79.00
