subscription_id,customer_id,plan_tier,subscription_start,subscription_status
30745,30745,Starter,2024-06-09,trial_only
30746,30746,Starter,2024-07-28,trial_only
30747,30747,Growth,2023-03-20,trial_only
30748,30748,Starter,2024-12-16,trial_only
30749,30749,Growth,2023-06-05,trial_only
30750,30750,Starter,2025-09-19,trial_only
30751,30751,Growth,2025-01-24,trial_only
30752,30752,Starter,2023-05-02,trial_only
30753,30753,Growth,2023-08-16,trial_only
30754,30754,Growth,2025-11-20,trial_only
30755,30755,Starter,2024-02-07,trial_only
30756,30756,Business,2023-09-30,trial_only
30757,30757,Growth,2026-02-26,trial_only
30758,30758,Starter,2025-04-27,trial_only
30759,30759,Growth,2025-03-23,trial_only
30760,30760,Growth,2025-06-19,active
30761,30761,Starter,2023-02-22,trial_only
30762,30762,Growth,2025-07-19,trial_only
30763,30763,Starter,2025-11-29,trial_only
30764,30764,Starter,2025-06-26,trial_only
30765,30765,Growth,2025-12-26,active
30766,30766,Growth,2025-05-15,trial_only
30767,30767,Business,2026-02-03,trial_only
30768,30768,Starter,2023-03-17,trial_only
30769,30769,Starter,2023-05-06,trial_only
30770,30770,Starter,2023-09-30,cancelled
30771,30771,Growth,2023-05-30,trial_only
30772,30772,Growth,2023-03-16,trial_only
30773,30773,Starter,2023-07-23,trial_only
30774,30774,Starter,2023-12-17,trial_only
30775,30775,Starter,2024-10-01,trial_only
30776,30776,Growth,2025-12-01,trial_only
30777,30777,Growth,2025-11-05,cancelled
30778,30778,Starter,2025-01-10,trial_only
30779,30779,Starter,2023-04-11,trial_only
30780,30780,Growth,2024-11-12,trial_only
30781,30781,Starter,2023-04-05,trial_only
30782,30782,Starter,2024-08-09,trial_only
30783,30783,Growth,2025-03-28,trial_only
30784,30784,Starter,2025-03-26,trial_only
30785,30785,Starter,2025-06-08,trial_only
30786,30786,Starter,2023-07-09,trial_only
30787,30787,Starter,2025-05-30,trial_only
30788,30788,Growth,2025-05-28,cancelled
30789,30789,Starter,2026-01-02,trial_only
30790,30790,Starter,2024-02-25,trial_only
30791,30791,Growth,2024-05-16,trial_only
30792,30792,Starter,2025-02-07,trial_only
30793,30793,Business,2023-10-25,trial_only
30794,30794,Business,2025-01-21,active
30795,30795,Starter,2024-04-15,trial_only
30796,30796,Starter,2023-08-25,trial_only
30797,30797,Growth,2025-06-13,trial_only
30798,30798,Business,2024-12-31,active
30799,30799,Starter,2025-12-15,trial_only
30800,30800,Business,2024-11-28,trial_only
30801,30801,Growth,2025-03-05,trial_only
30802,30802,Starter,2024-12-23,trial_only
30803,30803,Starter,2023-09-22,trial_only
30804,30804,Starter,2024-12-22,trial_only
30805,30805,Growth,2023-01-19,trial_only
30806,30806,Starter,2024-04-08,trial_only
30807,30807,Starter,2025-06-20,active
30808,30808,Starter,2024-06-09,trial_only
30809,30809,Starter,2025-07-01,trial_only
30810,30810,Starter,2023-03-02,trial_only
30811,30811,Growth,2023-12-12,active
30812,30812,Starter,2023-05-21,trial_only
30813,30813,Business,2024-08-22,cancelled
30814,30814,Starter,2023-12-31,cancelled
30815,30815,Growth,2023-10-20,trial_only
30816,30816,Growth,2026-02-06,trial_only
30817,30817,Starter,2023-12-11,cancelled
30818,30818,Growth,2024-05-07,active
30819,30819,Starter,2024-06-08,trial_only
30820,30820,Growth,2025-02-10,active
30821,30821,Business,2025-07-26,trial_only
30822,30822,Growth,2023-02-15,trial_only
30823,30823,Starter,2025-12-12,trial_only
30824,30824,Growth,2024-07-19,trial_only
30825,30825,Starter,2024-11-21,trial_only
30826,30826,Starter,2024-01-06,trial_only
30827,30827,Starter,2025-09-02,active
30828,30828,Starter,2023-10-09,active
30829,30829,Growth,2023-11-01,trial_only
30830,30830,Starter,2025-11-24,trial_only
30831,30831,Growth,2023-03-19,trial_only
30832,30832,Starter,2023-07-04,cancelled
30833,30833,Starter,2023-01-28,active
30834,30834,Starter,2024-10-25,trial_only
30835,30835,Starter,2024-02-08,cancelled
30836,30836,Starter,2025-01-20,trial_only
30837,30837,Starter,2024-01-07,trial_only
30838,30838,Business,2024-10-09,trial_only
30839,30839,Growth,2023-08-01,active
30840,30840,Growth,2023-06-21,trial_only
30841,30841,Growth,2023-10-12,trial_only
30842,30842,Starter,2023-03-18,trial_only
30843,30843,Growth,2024-05-27,trial_only
30844,30844,Starter,2025-01-22,trial_only
30845,30845,Growth,2023-05-12,active
30846,30846,Starter,2025-07-18,trial_only
30847,30847,Starter,2025-09-23,trial_only
30848,30848,Starter,2025-01-02,cancelled
30849,30849,Growth,2025-06-01,active
30850,30850,Starter,2023-11-12,trial_only
30851,30851,Business,2023-12-08,trial_only
30852,30852,Starter,2025-08-22,trial_only
30853,30853,Business,2025-01-17,trial_only
30854,30854,Starter,2024-06-20,trial_only
30855,30855,Starter,2025-11-08,trial_only
30856,30856,Growth,2023-07-15,trial_only
30857,30857,Business,2026-01-28,trial_only
30858,30858,Business,2024-05-15,cancelled
30859,30859,Starter,2024-06-30,trial_only
30860,30860,Starter,2024-12-26,trial_only
30861,30861,Business,2023-04-21,trial_only
30862,30862,Starter,2026-02-08,active
30863,30863,Growth,2025-03-15,active
30864,30864,Business,2023-04-14,trial_only
30865,30865,Starter,2025-08-19,trial_only
30866,30866,Starter,2025-07-26,trial_only
30867,30867,Starter,2024-06-22,trial_only
30868,30868,Growth,2023-02-12,active
30869,30869,Starter,2023-10-17,trial_only
30870,30870,Starter,2024-07-23,trial_only
30871,30871,Growth,2024-04-24,cancelled
30872,30872,Growth,2023-04-24,trial_only
30873,30873,Business,2024-10-31,trial_only
30874,30874,Starter,2024-04-12,trial_only
30875,30875,Starter,2023-11-03,active
30876,30876,Starter,2025-10-29,trial_only
30877,30877,Growth,2023-11-12,trial_only
30878,30878,Growth,2023-07-08,active
30879,30879,Starter,2023-02-14,active
30880,30880,Growth,2023-09-23,trial_only
30881,30881,Starter,2024-09-27,trial_only
30882,30882,Growth,2023-12-25,active
30883,30883,Growth,2025-12-11,active
30884,30884,Business,2025-10-14,active
30885,30885,Business,2023-12-27,trial_only
30886,30886,Starter,2026-02-09,active
30887,30887,Starter,2024-07-04,trial_only
30888,30888,Starter,2023-12-25,trial_only
30889,30889,Starter,2025-05-31,cancelled
30890,30890,Growth,2023-04-11,trial_only
30891,30891,Starter,2025-11-21,trial_only
30892,30892,Growth,2023-09-16,active
30893,30893,Starter,2025-03-05,trial_only
30894,30894,Starter,2023-01-21,trial_only
30895,30895,Growth,2025-09-04,trial_only
30896,30896,Starter,2024-01-31,trial_only
30897,30897,Starter,2025-03-04,active
30898,30898,Starter,2023-05-19,trial_only
30899,30899,Growth,2026-01-03,trial_only
30900,30900,Starter,2024-05-30,trial_only
30901,30901,Growth,2023-01-25,active
30902,30902,Starter,2025-09-12,active
30903,30903,Starter,2024-09-02,trial_only
30904,30904,Growth,2024-04-16,trial_only
30905,30905,Growth,2024-09-18,trial_only
30906,30906,Starter,2025-01-11,active
30907,30907,Growth,2024-09-03,trial_only
30908,30908,Starter,2025-11-09,active
30909,30909,Starter,2023-10-29,trial_only
30910,30910,Starter,2023-08-10,trial_only
30911,30911,Growth,2024-07-18,trial_only
30912,30912,Starter,2024-12-07,active
30913,30913,Starter,2025-07-14,trial_only
30914,30914,Growth,2025-11-23,trial_only
30915,30915,Starter,2024-12-29,active
30916,30916,Growth,2025-06-15,trial_only
30917,30917,Growth,2024-09-06,trial_only
30918,30918,Growth,2025-08-24,trial_only
30919,30919,Growth,2023-09-15,trial_only
30920,30920,Starter,2024-11-05,trial_only
30921,30921,Starter,2025-10-08,active
30922,30922,Growth,2025-09-12,trial_only
30923,30923,Business,2024-10-27,trial_only
30924,30924,Starter,2025-06-19,trial_only
30925,30925,Business,2023-04-28,trial_only
30926,30926,Starter,2025-02-23,trial_only
30927,30927,Business,2023-06-12,trial_only
30928,30928,Starter,2025-04-13,active
30929,30929,Growth,2025-10-21,trial_only
30930,30930,Growth,2024-11-15,trial_only
30931,30931,Starter,2025-02-22,trial_only
30932,30932,Growth,2024-03-09,trial_only
30933,30933,Growth,2025-03-02,trial_only
30934,30934,Business,2026-02-25,trial_only
30935,30935,Business,2024-07-01,active
30936,30936,Growth,2026-01-23,active
30937,30937,Starter,2025-07-11,trial_only
30938,30938,Growth,2023-08-31,active
30939,30939,Growth,2025-12-11,active
30940,30940,Growth,2025-10-01,active
30941,30941,Starter,2023-07-12,trial_only
30942,30942,Starter,2024-04-27,trial_only
30943,30943,Growth,2024-09-28,active
30944,30944,Starter,2026-02-21,trial_only
30945,30945,Starter,2023-06-20,active
30946,30946,Growth,2023-10-02,active
30947,30947,Growth,2024-02-15,trial_only
30948,30948,Growth,2025-08-05,trial_only
30949,30949,Business,2023-10-02,trial_only
30950,30950,Starter,2023-10-13,trial_only
30951,30951,Starter,2024-03-02,trial_only
30952,30952,Growth,2025-12-11,trial_only
30953,30953,Growth,2024-02-12,trial_only
30954,30954,Growth,2023-07-29,trial_only
30955,30955,Starter,2024-01-17,trial_only
30956,30956,Growth,2025-06-27,trial_only
30957,30957,Business,2024-08-31,trial_only
30958,30958,Starter,2024-07-30,trial_only
30959,30959,Growth,2026-01-21,active
30960,30960,Starter,2024-07-05,trial_only
30961,30961,Growth,2024-08-09,trial_only
30962,30962,Starter,2023-11-19,active
30963,30963,Growth,2024-08-19,trial_only
30964,30964,Growth,2024-11-11,trial_only
30965,30965,Business,2024-07-28,trial_only
30966,30966,Starter,2024-08-03,active
30967,30967,Growth,2026-02-26,trial_only
30968,30968,Starter,2023-10-19,trial_only
30969,30969,Growth,2024-04-21,trial_only
30970,30970,Growth,2024-09-28,trial_only
30971,30971,Growth,2026-01-15,active
30972,30972,Starter,2023-01-30,trial_only
30973,30973,Business,2023-02-26,trial_only
30974,30974,Business,2023-02-04,trial_only
30975,30975,Starter,2025-11-20,active
30976,30976,Growth,2024-10-23,trial_only
30977,30977,Growth,2024-09-13,trial_only
30978,30978,Growth,2023-04-18,trial_only
30979,30979,Growth,2023-04-06,trial_only
30980,30980,Starter,2026-01-21,trial_only
30981,30981,Business,2024-11-03,trial_only
30982,30982,Starter,2024-05-24,trial_only
30983,30983,Growth,2023-02-10,trial_only
30984,30984,Starter,2024-11-01,trial_only
30985,30985,Starter,2024-04-15,cancelled
30986,30986,Growth,2026-01-20,trial_only
30987,30987,Starter,2023-11-25,trial_only
30988,30988,Growth,2024-01-02,trial_only
30989,30989,Growth,2025-07-26,trial_only
30990,30990,Starter,2023-11-14,trial_only
30991,30991,Starter,2023-12-08,trial_only
30992,30992,Growth,2023-05-18,trial_only
30993,30993,Business,2023-07-12,trial_only
30994,30994,Starter,2025-11-12,trial_only
30995,30995,Starter,2023-01-17,trial_only
30996,30996,Starter,2024-07-16,trial_only
30997,30997,Starter,2024-10-07,active
30998,30998,Starter,2024-05-11,trial_only
30999,30999,Business,2025-12-16,trial_only
31000,31000,Starter,2024-08-08,trial_only
31001,31001,Starter,2024-12-07,trial_only
31002,31002,Starter,2023-08-24,trial_only
31003,31003,Starter,2023-03-05,trial_only
31004,31004,Growth,2025-08-24,trial_only
31005,31005,Starter,2024-01-10,trial_only
31006,31006,Growth,2025-02-05,trial_only
31007,31007,Starter,2024-10-16,trial_only
31008,31008,Growth,2025-12-02,trial_only
31009,31009,Starter,2023-04-18,trial_only
31010,31010,Growth,2024-12-06,trial_only
31011,31011,Growth,2024-07-07,trial_only
31012,31012,Business,2024-10-15,trial_only
31013,31013,Growth,2023-04-23,trial_only
31014,31014,Starter,2024-03-08,cancelled
31015,31015,Growth,2023-11-11,trial_only
31016,31016,Growth,2024-07-28,trial_only
31017,31017,Starter,2025-03-09,trial_only
31018,31018,Growth,2025-04-09,trial_only
31019,31019,Starter,2023-05-05,trial_only
31020,31020,Starter,2024-06-25,cancelled
31021,31021,Growth,2024-06-02,trial_only
31022,31022,Starter,2026-02-14,trial_only
31023,31023,Starter,2024-09-12,trial_only
31024,31024,Starter,2023-08-22,trial_only
31025,31025,Business,2023-05-24,trial_only
31026,31026,Starter,2024-09-10,trial_only
31027,31027,Business,2024-07-23,trial_only
31028,31028,Starter,2025-03-07,trial_only
31029,31029,Growth,2024-05-11,trial_only
31030,31030,Growth,2023-09-20,trial_only
31031,31031,Starter,2025-08-16,trial_only
31032,31032,Starter,2026-01-11,trial_only
31033,31033,Starter,2023-04-17,trial_only
31034,31034,Growth,2024-06-27,trial_only
31035,31035,Growth,2024-06-12,trial_only
31036,31036,Starter,2024-03-30,trial_only
31037,31037,Starter,2025-04-27,trial_only
31038,31038,Starter,2024-03-29,trial_only
31039,31039,Starter,2024-10-07,trial_only
31040,31040,Growth,2026-02-19,trial_only
31041,31041,Starter,2024-10-05,trial_only
31042,31042,Starter,2025-09-10,active
31043,31043,Growth,2025-08-04,trial_only
31044,31044,Starter,2025-11-13,trial_only
31045,31045,Starter,2023-06-06,trial_only
31046,31046,Growth,2026-02-06,active
31047,31047,Starter,2025-07-28,trial_only
31048,31048,Business,2024-12-20,trial_only
31049,31049,Starter,2025-07-27,trial_only
31050,31050,Business,2023-10-30,trial_only
31051,31051,Starter,2023-10-09,trial_only
31052,31052,Starter,2025-07-30,trial_only
31053,31053,Growth,2023-08-28,trial_only
31054,31054,Business,2025-09-06,trial_only
31055,31055,Growth,2023-07-03,trial_only
31056,31056,Starter,2023-12-04,trial_only
31057,31057,Starter,2023-04-20,trial_only
31058,31058,Starter,2024-01-12,cancelled
31059,31059,Growth,2025-08-31,trial_only
31060,31060,Business,2024-11-15,trial_only
31061,31061,Growth,2024-06-09,trial_only
31062,31062,Starter,2023-10-09,active
31063,31063,Growth,2025-03-25,trial_only
31064,31064,Starter,2023-05-28,trial_only
31065,31065,Starter,2023-12-30,trial_only
31066,31066,Starter,2024-07-15,trial_only
31067,31067,Starter,2025-02-16,trial_only
31068,31068,Starter,2023-10-10,cancelled
31069,31069,Starter,2025-10-17,trial_only
31070,31070,Starter,2025-12-18,trial_only
31071,31071,Growth,2023-10-08,trial_only
31072,31072,Business,2023-07-04,active
31073,31073,Growth,2023-05-12,trial_only
31074,31074,Growth,2024-03-24,trial_only
31075,31075,Starter,2023-04-13,trial_only
31076,31076,Business,2025-09-05,trial_only
31077,31077,Growth,2023-09-06,active
31078,31078,Business,2024-09-15,active
31079,31079,Growth,2024-06-28,trial_only
31080,31080,Starter,2026-02-23,trial_only
31081,31081,Starter,2023-09-10,trial_only
31082,31082,Growth,2024-01-14,trial_only
31083,31083,Growth,2024-02-28,trial_only
31084,31084,Starter,2025-10-14,trial_only
31085,31085,Growth,2023-08-21,trial_only
31086,31086,Starter,2024-02-22,trial_only
31087,31087,Starter,2023-12-26,trial_only
31088,31088,Growth,2024-05-13,active
31089,31089,Business,2023-05-08,trial_only
31090,31090,Business,2025-11-22,trial_only
31091,31091,Starter,2023-08-22,trial_only
31092,31092,Starter,2023-06-25,active
31093,31093,Starter,2026-01-13,trial_only
31094,31094,Starter,2025-11-11,trial_only
31095,31095,Business,2025-11-05,trial_only
31096,31096,Growth,2023-04-24,trial_only
31097,31097,Starter,2024-09-05,trial_only
31098,31098,Business,2023-11-26,trial_only
31099,31099,Growth,2025-12-08,cancelled
31100,31100,Growth,2023-08-29,trial_only
31101,31101,Starter,2024-05-08,trial_only
31102,31102,Growth,2024-05-20,trial_only
31103,31103,Business,2023-08-26,trial_only
31104,31104,Starter,2024-06-18,cancelled
31105,31105,Starter,2023-09-15,trial_only
31106,31106,Starter,2023-04-13,trial_only
31107,31107,Starter,2025-09-24,trial_only
31108,31108,Starter,2024-05-09,trial_only
31109,31109,Growth,2023-11-20,trial_only
31110,31110,Starter,2024-10-31,active
31111,31111,Growth,2024-07-08,trial_only
31112,31112,Growth,2023-04-15,trial_only
31113,31113,Starter,2025-10-21,trial_only
31114,31114,Starter,2023-11-24,trial_only
31115,31115,Business,2023-07-14,trial_only
31116,31116,Starter,2024-07-17,trial_only
31117,31117,Starter,2023-01-17,trial_only
31118,31118,Starter,2025-12-08,trial_only
31119,31119,Business,2023-08-29,trial_only
31120,31120,Growth,2025-08-29,trial_only
31121,31121,Growth,2024-01-14,active
31122,31122,Business,2025-06-18,active
31123,31123,Growth,2025-08-22,trial_only
31124,31124,Business,2023-05-11,trial_only
31125,31125,Growth,2023-05-09,trial_only
31126,31126,Starter,2024-09-01,active
31127,31127,Starter,2024-05-08,trial_only
31128,31128,Starter,2025-01-04,trial_only
31129,31129,Starter,2023-05-02,trial_only
31130,31130,Growth,2023-11-26,active
31131,31131,Growth,2023-03-31,trial_only
31132,31132,Starter,2024-11-27,trial_only
31133,31133,Starter,2023-07-21,trial_only
31134,31134,Starter,2023-12-20,trial_only
31135,31135,Growth,2025-04-19,trial_only
31136,31136,Business,2023-03-09,active
31137,31137,Growth,2023-09-29,trial_only
31138,31138,Starter,2023-03-02,trial_only
31139,31139,Starter,2023-01-30,trial_only
31140,31140,Starter,2025-05-13,trial_only
31141,31141,Business,2024-10-04,trial_only
31142,31142,Starter,2023-01-27,trial_only
31143,31143,Starter,2023-01-16,active
31144,31144,Starter,2023-04-02,trial_only
31145,31145,Starter,2024-07-10,trial_only
31146,31146,Growth,2025-10-07,trial_only
31147,31147,Growth,2025-07-05,trial_only
31148,31148,Growth,2025-05-05,active
31149,31149,Starter,2023-03-06,active
31150,31150,Business,2025-11-10,trial_only
31151,31151,Starter,2023-03-31,active
31152,31152,Starter,2023-12-27,trial_only
31153,31153,Starter,2023-12-14,trial_only
31154,31154,Starter,2024-11-23,trial_only
31155,31155,Growth,2025-05-08,active
31156,31156,Growth,2025-05-15,active
31157,31157,Growth,2023-10-10,trial_only
31158,31158,Growth,2025-02-09,active
31159,31159,Starter,2024-09-05,trial_only
31160,31160,Starter,2024-09-18,trial_only
31161,31161,Business,2024-12-13,trial_only
31162,31162,Starter,2023-10-20,trial_only
31163,31163,Growth,2024-11-30,trial_only
31164,31164,Growth,2023-11-29,trial_only
31165,31165,Starter,2025-12-16,trial_only
31166,31166,Starter,2026-01-10,trial_only
31167,31167,Growth,2025-07-08,trial_only
31168,31168,Business,2023-06-07,trial_only
31169,31169,Starter,2023-06-18,trial_only
31170,31170,Starter,2026-02-06,trial_only
31171,31171,Growth,2024-01-28,trial_only
31172,31172,Starter,2025-02-14,trial_only
31173,31173,Growth,2024-07-02,trial_only
31174,31174,Starter,2024-10-13,trial_only
31175,31175,Starter,2025-04-20,trial_only
31176,31176,Starter,2024-12-08,trial_only
31177,31177,Business,2025-03-12,trial_only
31178,31178,Starter,2023-06-26,trial_only
31179,31179,Growth,2024-04-25,active
31180,31180,Growth,2023-10-20,trial_only
31181,31181,Starter,2024-05-01,active
31182,31182,Starter,2023-06-05,trial_only
31183,31183,Business,2025-04-04,trial_only
31184,31184,Growth,2025-04-28,trial_only
31185,31185,Starter,2024-12-18,trial_only
31186,31186,Starter,2023-07-04,trial_only
31187,31187,Growth,2023-08-22,trial_only
31188,31188,Growth,2023-02-18,trial_only
31189,31189,Starter,2023-10-27,cancelled
31190,31190,Business,2025-12-10,trial_only
31191,31191,Growth,2023-10-07,trial_only
31192,31192,Growth,2025-05-17,trial_only
31193,31193,Starter,2023-01-22,trial_only
31194,31194,Starter,2023-02-07,trial_only
31195,31195,Starter,2024-07-03,trial_only
31196,31196,Starter,2023-03-25,trial_only
31197,31197,Starter,2023-01-28,trial_only
31198,31198,Starter,2023-09-30,trial_only
31199,31199,Growth,2025-01-04,trial_only
31200,31200,Growth,2025-08-20,trial_only
31201,31201,Starter,2026-02-09,trial_only
31202,31202,Starter,2025-12-02,cancelled
31203,31203,Starter,2024-10-21,active
31204,31204,Growth,2024-03-04,active
31205,31205,Starter,2026-02-16,trial_only
31206,31206,Starter,2025-12-16,active
31207,31207,Growth,2024-11-10,trial_only
31208,31208,Starter,2025-01-20,trial_only
31209,31209,Starter,2025-12-13,active
31210,31210,Growth,2024-03-30,trial_only
31211,31211,Starter,2025-12-12,trial_only
31212,31212,Starter,2023-05-04,trial_only
31213,31213,Starter,2024-03-20,trial_only
31214,31214,Growth,2023-12-27,trial_only
31215,31215,Starter,2024-01-31,trial_only
31216,31216,Starter,2024-08-11,trial_only
31217,31217,Starter,2025-12-04,active
31218,31218,Starter,2025-02-28,trial_only
31219,31219,Business,2023-06-22,trial_only
31220,31220,Starter,2024-09-29,trial_only
31221,31221,Growth,2024-07-18,active
31222,31222,Starter,2025-01-08,active
31223,31223,Growth,2024-10-25,trial_only
31224,31224,Starter,2024-11-15,trial_only
31225,31225,Business,2023-05-29,trial_only
31226,31226,Growth,2024-12-16,trial_only
31227,31227,Business,2024-08-28,trial_only
31228,31228,Starter,2023-08-09,trial_only
31229,31229,Starter,2023-06-12,trial_only
31230,31230,Starter,2024-06-06,trial_only
31231,31231,Growth,2024-06-28,trial_only
31232,31232,Growth,2023-07-25,trial_only
31233,31233,Starter,2024-02-25,cancelled
31234,31234,Growth,2023-04-13,cancelled
31235,31235,Growth,2024-09-13,active
31236,31236,Starter,2023-10-16,trial_only
31237,31237,Business,2025-10-05,trial_only
31238,31238,Growth,2023-03-17,active
31239,31239,Starter,2023-04-07,trial_only
31240,31240,Starter,2026-01-21,trial_only
31241,31241,Starter,2025-06-17,trial_only
31242,31242,Starter,2024-07-04,trial_only
31243,31243,Growth,2024-11-17,trial_only
31244,31244,Growth,2025-12-13,trial_only
31245,31245,Starter,2025-07-02,trial_only
31246,31246,Starter,2023-05-03,active
31247,31247,Starter,2025-11-02,active
31248,31248,Starter,2024-02-15,trial_only
31249,31249,Starter,2025-08-31,trial_only
31250,31250,Starter,2024-06-27,trial_only
31251,31251,Starter,2023-12-15,trial_only
31252,31252,Growth,2023-08-30,trial_only
31253,31253,Starter,2023-12-02,active
31254,31254,Starter,2023-12-23,trial_only
31255,31255,Starter,2025-12-02,trial_only
31256,31256,Growth,2023-02-02,trial_only
31257,31257,Starter,2026-02-22,trial_only
31258,31258,Business,2024-10-09,active
31259,31259,Starter,2024-05-22,trial_only
31260,31260,Growth,2025-04-06,trial_only
31261,31261,Growth,2023-10-12,trial_only
31262,31262,Starter,2025-10-10,trial_only
31263,31263,Starter,2023-05-30,trial_only
31264,31264,Business,2024-06-10,trial_only
31265,31265,Growth,2024-02-20,trial_only
31266,31266,Starter,2026-01-26,trial_only
31267,31267,Growth,2024-10-21,trial_only
31268,31268,Starter,2023-04-04,trial_only
31269,31269,Starter,2024-09-27,trial_only
31270,31270,Starter,2025-11-30,trial_only
31271,31271,Business,2023-07-01,cancelled
31272,31272,Growth,2024-11-30,trial_only
31273,31273,Starter,2025-05-09,trial_only
31274,31274,Starter,2024-04-20,trial_only
31275,31275,Business,2025-12-14,trial_only
31276,31276,Growth,2025-03-25,trial_only
31277,31277,Growth,2025-02-25,trial_only
31278,31278,Growth,2023-07-08,trial_only
31279,31279,Growth,2024-08-24,trial_only
31280,31280,Starter,2024-07-22,trial_only
31281,31281,Starter,2026-02-09,active
31282,31282,Business,2023-07-01,cancelled
31283,31283,Growth,2023-08-01,trial_only
31284,31284,Starter,2024-03-30,active
31285,31285,Business,2024-07-27,cancelled
31286,31286,Growth,2024-06-12,trial_only
31287,31287,Growth,2026-02-14,trial_only
31288,31288,Growth,2025-05-20,trial_only
31289,31289,Starter,2024-03-04,trial_only
31290,31290,Starter,2024-05-20,cancelled
31291,31291,Business,2024-07-10,trial_only
31292,31292,Starter,2023-09-23,trial_only
31293,31293,Starter,2025-02-06,trial_only
31294,31294,Business,2024-11-29,trial_only
31295,31295,Starter,2023-09-17,trial_only
31296,31296,Business,2024-05-17,trial_only
31297,31297,Growth,2023-02-20,trial_only
31298,31298,Starter,2026-02-11,trial_only
31299,31299,Growth,2024-01-19,trial_only
31300,31300,Business,2025-08-31,trial_only
31301,31301,Starter,2023-09-30,trial_only
31302,31302,Starter,2024-05-30,trial_only
31303,31303,Growth,2024-10-30,trial_only
31304,31304,Starter,2025-01-04,trial_only
31305,31305,Starter,2026-02-16,trial_only
31306,31306,Growth,2024-05-08,trial_only
31307,31307,Growth,2023-09-12,trial_only
31308,31308,Business,2024-01-18,trial_only
31309,31309,Business,2025-09-23,trial_only
31310,31310,Growth,2023-06-13,cancelled
31311,31311,Starter,2025-01-16,trial_only
31312,31312,Growth,2024-02-20,trial_only
31313,31313,Growth,2024-08-31,trial_only
31314,31314,Starter,2023-10-30,trial_only
31315,31315,Business,2023-05-29,active
31316,31316,Growth,2023-08-28,trial_only
31317,31317,Starter,2024-10-13,cancelled
31318,31318,Starter,2024-09-14,trial_only
31319,31319,Starter,2025-05-13,trial_only
31320,31320,Starter,2025-07-03,trial_only
31321,31321,Starter,2025-04-20,active
31322,31322,Starter,2025-07-21,trial_only
31323,31323,Business,2024-03-01,trial_only
31324,31324,Starter,2024-01-24,active
31325,31325,Starter,2023-04-10,active
31326,31326,Starter,2023-04-09,active
31327,31327,Growth,2024-05-11,trial_only
31328,31328,Starter,2023-10-14,trial_only
31329,31329,Growth,2023-01-21,active
31330,31330,Growth,2024-06-17,trial_only
31331,31331,Growth,2023-01-29,active
31332,31332,Growth,2025-11-07,trial_only
31333,31333,Starter,2025-04-11,active
31334,31334,Starter,2024-05-16,trial_only
31335,31335,Starter,2025-03-22,trial_only
31336,31336,Growth,2024-05-16,trial_only
31337,31337,Starter,2025-08-09,trial_only
31338,31338,Starter,2024-02-25,trial_only
31339,31339,Business,2024-04-22,cancelled
31340,31340,Starter,2023-05-27,trial_only
31341,31341,Growth,2024-06-04,active
31342,31342,Starter,2024-10-09,trial_only
31343,31343,Growth,2023-09-08,active
31344,31344,Growth,2023-02-07,trial_only
31345,31345,Starter,2024-09-20,active
31346,31346,Growth,2026-03-16,trial_only
31347,31347,Business,2024-04-11,trial_only
31348,31348,Growth,2023-10-16,trial_only
31349,31349,Starter,2025-11-05,trial_only
31350,31350,Starter,2024-11-06,active
31351,31351,Business,2023-06-30,active
31352,31352,Growth,2024-02-29,trial_only
31353,31353,Business,2023-11-08,trial_only
31354,31354,Starter,2026-02-05,trial_only
31355,31355,Growth,2025-08-09,trial_only
31356,31356,Starter,2025-10-14,trial_only
31357,31357,Starter,2023-04-21,trial_only
31358,31358,Starter,2024-08-08,trial_only
31359,31359,Growth,2025-07-03,trial_only
31360,31360,Starter,2023-06-05,trial_only
31361,31361,Starter,2024-07-31,trial_only
31362,31362,Business,2025-10-25,trial_only
31363,31363,Starter,2025-02-20,trial_only
31364,31364,Starter,2025-04-27,trial_only
31365,31365,Starter,2023-07-11,trial_only
31366,31366,Starter,2024-09-21,cancelled
31367,31367,Growth,2024-10-30,trial_only
31368,31368,Starter,2024-03-11,trial_only
31369,31369,Growth,2023-02-14,cancelled
31370,31370,Starter,2023-06-06,cancelled
31371,31371,Starter,2023-08-26,trial_only
31372,31372,Starter,2025-05-24,trial_only
31373,31373,Growth,2025-04-24,trial_only
31374,31374,Starter,2024-06-09,active
31375,31375,Growth,2025-11-07,trial_only
31376,31376,Growth,2023-04-23,trial_only
31377,31377,Starter,2025-09-29,trial_only
31378,31378,Growth,2024-04-19,trial_only
31379,31379,Starter,2026-03-12,active
31380,31380,Starter,2023-10-08,trial_only
31381,31381,Starter,2025-10-23,trial_only
31382,31382,Business,2025-08-15,trial_only
31383,31383,Starter,2024-02-03,active
31384,31384,Starter,2023-06-15,trial_only
31385,31385,Starter,2024-08-08,trial_only
31386,31386,Growth,2023-08-21,active
31387,31387,Growth,2024-09-01,trial_only
31388,31388,Business,2026-02-14,trial_only
31389,31389,Business,2025-08-13,trial_only
31390,31390,Starter,2025-02-09,trial_only
31391,31391,Starter,2023-11-11,trial_only
31392,31392,Growth,2025-12-22,trial_only
31393,31393,Growth,2023-12-12,trial_only
31394,31394,Starter,2025-02-15,trial_only
31395,31395,Starter,2024-06-11,trial_only
31396,31396,Growth,2025-07-31,trial_only
