subscription_id,event_date,event_type,mrr_change
26538,2025-05-17,new,79
26538,2025-11-13,churn,-79
26544,2023-04-12,new,29
26544,2023-07-11,contraction,-50
26546,2025-08-25,new,29
26555,2025-02-20,new,29
26555,2025-05-21,expansion,50
26558,2024-11-12,new,29
26562,2023-02-27,new,29
26562,2023-08-26,churn,-29
26566,2026-01-12,new,199
26566,2026-07-11,churn,-199
26572,2024-08-28,new,199
26572,2024-11-26,contraction,-50
26572,2025-02-24,churn,-199
26581,2024-04-07,new,79
26581,2024-10-04,churn,-79
26583,2023-06-29,new,199
26588,2026-02-26,new,29
26588,2026-08-25,churn,-29
26591,2023-11-28,new,79
26591,2024-05-26,churn,-79
26596,2023-02-26,new,199
26598,2023-11-05,new,29
26608,2025-10-19,new,79
26608,2026-04-17,churn,-79
26619,2024-10-30,new,29
26620,2026-01-02,new,29
26620,2026-07-01,churn,-29
26623,2024-04-26,new,79
26633,2024-04-17,new,79
26636,2024-05-18,new,29
26636,2024-11-14,churn,-29
26637,2024-09-30,new,29
26642,2025-02-05,new,79
26643,2024-01-06,new,199
26645,2024-12-07,new,199
26645,2025-06-05,churn,-199
26646,2025-02-16,new,199
26650,2024-11-16,new,199
26651,2024-02-20,new,29
26651,2024-08-18,churn,-29
26652,2023-09-02,new,29
26652,2024-02-29,churn,-29
26655,2023-05-09,new,29
26657,2025-11-17,new,29
26669,2024-05-13,new,29
26675,2025-07-08,new,79
26678,2026-02-25,new,29
26678,2026-08-24,churn,-29
26685,2025-12-29,new,29
26689,2025-07-28,new,79
26691,2023-02-20,new,29
26692,2025-01-08,new,79
26699,2023-12-25,new,29
26700,2024-10-11,new,29
26700,2025-04-09,churn,-29
26703,2025-12-24,new,199
26705,2025-06-09,new,29
26705,2025-09-07,contraction,-50
26709,2023-01-17,new,29
26711,2025-01-26,new,79
26714,2025-04-22,new,29
26718,2025-09-13,new,29
26718,2025-12-12,contraction,-50
26718,2026-03-12,churn,-29
26719,2024-09-24,new,199
26719,2025-03-23,churn,-199
26724,2023-08-08,new,79
26729,2025-05-01,new,199
26733,2025-07-18,new,79
26733,2026-01-14,churn,-79
26734,2025-03-02,new,29
26735,2024-10-23,new,199
26736,2024-06-28,new,79
26736,2024-12-25,churn,-79
26760,2024-09-07,new,29
26760,2024-12-06,contraction,-50
26777,2025-02-02,new,29
26779,2023-10-09,new,79
26789,2024-08-17,new,29
26798,2023-06-13,new,79
26821,2025-10-03,new,79
26823,2023-05-20,new,29
26823,2023-08-18,contraction,-50
26829,2025-01-27,new,79
26830,2023-12-22,new,199
26830,2024-03-21,contraction,-50
26832,2023-12-01,new,29
26836,2025-11-14,new,29
26836,2026-05-13,churn,-29
26838,2025-08-29,new,29
26851,2025-06-22,new,29
26855,2023-05-13,new,79
26870,2024-01-12,new,29
26875,2023-05-27,new,29
26880,2025-03-28,new,79
26881,2023-05-11,new,29
26889,2023-10-22,new,29
26889,2024-01-20,expansion,50
26889,2024-04-19,churn,-29
26894,2024-05-09,new,79
26896,2023-10-15,new,79
26896,2024-04-12,churn,-79
26898,2024-06-19,new,29
26898,2024-12-16,churn,-29
26903,2026-03-04,new,29
26903,2026-06-02,contraction,-50
26909,2025-09-26,new,199
26909,2025-12-25,expansion,50
26909,2026-03-25,churn,-199
26911,2024-11-15,new,29
26913,2024-11-30,new,79
26914,2023-03-15,new,29
26915,2024-03-09,new,29
26933,2025-02-15,new,79
26947,2023-08-13,new,29
26947,2023-11-11,expansion,50
26949,2025-06-11,new,199
26959,2025-05-28,new,29
26960,2025-10-04,new,199
26960,2026-01-02,contraction,-50
26962,2025-09-15,new,29
26965,2025-09-09,new,199
26971,2023-10-07,new,79
26972,2025-12-28,new,79
26977,2024-06-18,new,79
26977,2024-12-15,churn,-79
26988,2023-12-20,new,29
26991,2023-08-02,new,29
26995,2025-05-23,new,199
26995,2025-08-21,expansion,50
26997,2023-03-06,new,29
26997,2023-06-04,expansion,50
27000,2024-02-18,new,29
27003,2026-01-19,new,29
27006,2025-11-10,new,79
27008,2024-09-04,new,29
27012,2025-04-04,new,199
27012,2025-07-03,expansion,50
27012,2025-10-01,churn,-199
27020,2023-07-16,new,199
27020,2024-01-12,churn,-199
27036,2026-02-17,new,29
27039,2023-09-30,new,29
27041,2025-06-19,new,29
27047,2023-12-31,new,79
27054,2025-05-21,new,29
27062,2023-10-19,new,29
27065,2024-07-24,new,29
27068,2023-07-05,new,29
27068,2023-10-03,contraction,-50
27068,2024-01-01,churn,-29
27079,2023-09-17,new,199
27079,2024-03-15,churn,-199
27087,2026-02-16,new,79
27089,2023-12-14,new,29
27089,2024-03-13,contraction,-50
27089,2024-06-11,churn,-29
27091,2024-06-28,new,79
27094,2024-09-26,new,29
27112,2023-03-10,new,29
27112,2023-09-06,churn,-29
27113,2023-06-28,new,199
27113,2023-12-25,churn,-199
27126,2025-12-03,new,199
27126,2026-03-03,contraction,-50
27128,2023-08-21,new,29
27136,2023-04-04,new,29
27136,2023-10-01,churn,-29
27145,2024-04-05,new,79
27148,2026-02-07,new,29
27148,2026-08-06,churn,-29
27151,2024-10-30,new,29
27155,2023-09-15,new,29
27155,2024-03-13,churn,-29
27161,2025-03-30,new,199
27163,2024-12-23,new,29
27163,2025-06-21,churn,-29
27168,2026-02-24,new,79
27176,2025-01-31,new,79
27176,2025-05-01,contraction,-50
27176,2025-07-30,churn,-79
27181,2026-02-04,new,29
27181,2026-08-03,churn,-29
27186,2025-11-26,new,199
27190,2025-04-10,new,199
27190,2025-07-09,contraction,-50
27193,2025-12-27,new,29
27193,2026-06-25,churn,-29
27200,2023-04-18,new,79
27200,2023-07-17,contraction,-50
27202,2025-10-13,new,29
27207,2023-03-06,new,199
27207,2023-06-04,contraction,-50
27212,2025-02-13,new,29
27218,2025-08-18,new,29
27224,2024-05-18,new,79
27224,2024-08-16,contraction,-50
27227,2025-06-02,new,29
27227,2025-08-31,expansion,50
27233,2023-05-19,new,29
27241,2025-01-09,new,29
27241,2025-04-09,expansion,50
27255,2026-02-25,new,29
27255,2026-08-24,churn,-29
27270,2024-03-16,new,29
27271,2024-09-30,new,79
27272,2024-01-03,new,79
27272,2024-07-01,churn,-79
27283,2024-01-16,new,199
27294,2025-01-09,new,29
27296,2025-06-24,new,79
27296,2025-12-21,churn,-79
27304,2024-06-06,new,199
27305,2024-04-24,new,29
27305,2024-07-23,contraction,-50
27307,2025-03-27,new,79
27307,2025-09-23,churn,-79
27310,2024-02-03,new,79
27320,2025-05-26,new,79
27325,2024-01-21,new,79
27332,2025-11-21,new,29
27344,2025-11-18,new,199
27353,2023-08-03,new,199
27356,2024-04-09,new,79
27359,2025-09-19,new,79
27366,2024-08-26,new,79
27366,2024-11-24,contraction,-50
27382,2023-09-19,new,79
27384,2023-06-04,new,79
27399,2024-04-16,new,29
27399,2024-07-15,contraction,-50
27400,2024-03-08,new,29
27400,2024-06-06,expansion,50
27408,2023-06-11,new,29
27410,2023-07-13,new,29
27410,2024-01-09,churn,-29
27418,2024-10-07,new,79
27422,2024-02-06,new,29
27423,2025-03-26,new,79
27423,2025-09-22,churn,-79
27425,2023-12-25,new,199
27431,2026-02-13,new,79
27432,2024-05-20,new,29
27434,2023-04-06,new,79
27437,2025-11-10,new,29
27437,2026-02-08,contraction,-50
27441,2024-04-09,new,29
27441,2024-10-06,churn,-29
27455,2024-01-06,new,29
27455,2024-07-04,churn,-29
27464,2024-12-21,new,29
27476,2023-03-13,new,29
27485,2023-11-08,new,79
27491,2024-05-15,new,29
27496,2025-06-19,new,79
27496,2025-12-16,churn,-79
27498,2024-12-17,new,29
27498,2025-03-17,contraction,-50
27505,2025-12-19,new,29
27507,2024-01-16,new,199
27507,2024-07-14,churn,-199
27508,2023-07-27,new,29
27508,2023-10-25,expansion,50
27508,2024-01-23,churn,-29
27515,2023-06-13,new,29
27539,2024-09-17,new,29
27539,2024-12-16,expansion,50
27540,2024-03-27,new,29
27544,2025-03-26,new,29
27550,2025-10-07,new,29
27553,2023-08-24,new,29
27557,2025-12-22,new,29
27559,2024-11-21,new,79
27566,2023-05-21,new,79
27566,2023-11-17,churn,-79
27573,2023-08-19,new,79
27573,2024-02-15,churn,-79
27575,2023-09-09,new,29
27575,2023-12-08,contraction,-50
27576,2023-04-21,new,29
27588,2023-08-12,new,199
27590,2025-05-10,new,79
27593,2023-09-25,new,29
27593,2023-12-24,contraction,-50
27599,2025-10-11,new,29
27602,2025-11-25,new,29
27602,2026-02-23,expansion,50
27606,2023-11-15,new,29
27607,2023-04-14,new,79
27608,2025-06-13,new,79
27613,2023-10-26,new,29
27617,2025-09-04,new,199
27625,2023-04-27,new,199
27625,2023-10-24,churn,-199
27641,2024-09-24,new,29
27643,2023-05-26,new,29
27646,2023-11-26,new,199
27655,2025-07-26,new,29
27657,2025-08-07,new,29
27661,2023-10-16,new,79
27666,2023-05-29,new,79
27674,2025-08-19,new,79
27680,2025-09-25,new,29
27681,2023-11-02,new,29
27682,2023-12-20,new,29
27685,2024-07-20,new,29
27685,2024-10-18,contraction,-50
27686,2023-05-22,new,79
27687,2025-02-28,new,29
27691,2023-08-25,new,29
27698,2023-09-08,new,29
27703,2024-08-21,new,29
27723,2024-12-18,new,29
27724,2023-06-09,new,29
27726,2023-04-01,new,29
27732,2025-09-09,new,79
27733,2023-08-02,new,29
27737,2023-04-19,new,79
27737,2023-10-16,churn,-79
27738,2025-06-10,new,199
27740,2023-11-08,new,79
27743,2023-11-29,new,79
27744,2023-10-14,new,79
27744,2024-04-11,churn,-79
27745,2023-08-11,new,29
27745,2023-11-09,contraction,-50
27747,2024-02-22,new,79
27750,2024-09-15,new,199
27752,2024-04-28,new,79
27754,2025-04-18,new,79
27754,2025-10-15,churn,-79
27758,2023-04-16,new,79
27758,2023-10-13,churn,-79
27760,2025-03-19,new,199
27763,2024-07-24,new,29
27767,2025-08-18,new,199
27779,2023-12-31,new,79
27785,2025-12-08,new,79
27795,2024-06-12,new,29
27795,2024-09-10,contraction,-50
27811,2024-10-14,new,29
27811,2025-04-12,churn,-29
27816,2026-02-24,new,29
27816,2026-05-25,expansion,50
27820,2024-04-25,new,199
27820,2024-07-24,expansion,50
27831,2026-03-15,new,29
27831,2026-06-13,expansion,50
27840,2024-02-12,new,79
27842,2024-06-12,new,29
27842,2024-12-09,churn,-29
27847,2024-07-14,new,199
27847,2024-10-12,expansion,50
27847,2025-01-10,churn,-199
27851,2025-11-29,new,79
27851,2026-05-28,churn,-79
27852,2023-08-02,new,29
27854,2023-04-16,new,199
27874,2023-06-30,new,79
27880,2024-10-03,new,79
27880,2025-01-01,expansion,50
27882,2023-08-10,new,29
27884,2023-09-28,new,79
27884,2024-03-26,churn,-79
27887,2026-01-20,new,199
27895,2023-12-18,new,29
27896,2024-11-29,new,79
27896,2025-02-27,contraction,-50
27910,2024-05-16,new,29
27918,2023-10-27,new,29
27918,2024-01-25,contraction,-50
27919,2025-08-10,new,29
27923,2024-06-08,new,199
27924,2025-04-20,new,29
27925,2023-03-17,new,29
27927,2023-04-14,new,29
27934,2025-11-02,new,199
27934,2026-05-01,churn,-199
27946,2023-06-18,new,199
27948,2024-12-07,new,79
27952,2026-02-20,new,29
27958,2024-12-16,new,79
27963,2024-11-06,new,79
27969,2025-03-07,new,79
27969,2025-09-03,churn,-79
27973,2025-04-17,new,29
28011,2025-02-03,new,79
28011,2025-05-04,expansion,50
28015,2023-03-27,new,29
28015,2023-09-23,churn,-29
28016,2026-03-03,new,29
28017,2025-07-10,new,79
28019,2023-10-02,new,79
28020,2023-08-31,new,29
28031,2023-10-21,new,79
28031,2024-04-18,churn,-79
28044,2025-02-20,new,199
28049,2025-02-08,new,29
28050,2025-08-26,new,29
28059,2024-04-10,new,29
28059,2024-10-07,churn,-29
28061,2023-08-10,new,29
28068,2025-04-14,new,79
28069,2023-03-25,new,79
28069,2023-09-21,churn,-79
28075,2024-09-09,new,199
28081,2024-01-11,new,199
28081,2024-07-09,churn,-199
28083,2024-09-16,new,79
28083,2025-03-15,churn,-79
28086,2023-12-11,new,79
28086,2024-06-08,churn,-79
28091,2025-06-11,new,29
28093,2023-12-22,new,29
28113,2024-11-10,new,29
28113,2025-05-09,churn,-29
28127,2024-07-16,new,29
28127,2024-10-14,contraction,-50
28134,2025-05-12,new,29
28134,2025-08-10,contraction,-50
28134,2025-11-08,churn,-29
28138,2023-12-27,new,79
28138,2024-03-26,contraction,-50
28141,2024-09-20,new,29
28142,2023-10-17,new,29
28143,2024-10-06,new,79
28149,2024-08-15,new,29
28149,2025-02-11,churn,-29
28150,2024-06-06,new,79
28154,2025-11-22,new,29
28154,2026-02-20,contraction,-50
28161,2025-05-10,new,29
28161,2025-11-06,churn,-29
28163,2026-01-25,new,29
28166,2025-02-03,new,29
28177,2025-05-02,new,79
28180,2023-06-06,new,29
28188,2025-03-22,new,79
28188,2025-06-20,contraction,-50
28206,2024-03-06,new,79
28207,2025-11-03,new,29
28213,2024-03-22,new,29
28213,2024-09-18,churn,-29
28214,2023-09-11,new,29
28216,2023-09-09,new,29
28216,2024-03-07,churn,-29
28228,2025-07-06,new,79
28228,2026-01-02,churn,-79
28229,2024-11-16,new,79
28231,2024-09-13,new,79
28237,2024-09-14,new,29
28249,2025-06-08,new,29
28249,2025-12-05,churn,-29
28251,2024-11-27,new,199
28251,2025-02-25,contraction,-50
28251,2025-05-26,churn,-199
28255,2026-03-09,new,29
28257,2025-03-15,new,199
28267,2023-12-01,new,79
28267,2024-02-29,expansion,50
28268,2023-08-22,new,29
28278,2023-07-27,new,79
28280,2025-09-17,new,199
28280,2026-03-16,churn,-199
28284,2023-06-17,new,199
28284,2023-12-14,churn,-199
28288,2025-02-16,new,199
28290,2024-12-16,new,29
28290,2025-06-14,churn,-29
28295,2024-03-02,new,29
28308,2024-01-26,new,29
28320,2024-08-24,new,29
28321,2024-01-12,new,79
28321,2024-04-11,contraction,-50
28326,2024-08-10,new,199
28326,2025-02-06,churn,-199
28327,2024-04-07,new,29
28330,2024-07-17,new,79
28336,2024-06-06,new,199
28336,2024-09-04,expansion,50
28340,2025-06-16,new,29
28344,2025-09-26,new,29
28344,2025-12-25,contraction,-50
28344,2026-03-25,churn,-29
28347,2025-03-08,new,29
28347,2025-09-04,churn,-29
28348,2024-11-20,new,79
28353,2025-12-10,new,199
28362,2023-12-23,new,79
28362,2024-03-22,expansion,50
28366,2025-02-04,new,199
28377,2025-09-13,new,199
28387,2026-01-14,new,199
28389,2026-02-02,new,29
28399,2024-07-30,new,199
28407,2024-06-08,new,29
28409,2023-03-08,new,29
28428,2025-01-15,new,79
28439,2023-11-18,new,79
28440,2025-01-05,new,29
28450,2024-01-11,new,29
28450,2024-04-10,expansion,50
28450,2024-07-09,churn,-29
28454,2023-12-29,new,29
28464,2024-08-30,new,79
28468,2025-07-15,new,29
28468,2026-01-11,churn,-29
28482,2025-11-08,new,199
28482,2026-02-06,expansion,50
28484,2025-07-02,new,29
28491,2025-01-14,new,199
28491,2025-04-14,contraction,-50
28498,2026-01-15,new,199
28499,2024-03-30,new,79
28499,2024-06-28,contraction,-50
28503,2023-05-16,new,29
28507,2024-05-03,new,29
28507,2024-10-30,churn,-29
28520,2023-03-08,new,29
28529,2024-11-01,new,199
28529,2025-01-30,expansion,50
28529,2025-04-30,churn,-199
28531,2025-08-30,new,29
28531,2026-02-26,churn,-29
28539,2025-09-27,new,29
28545,2023-02-27,new,79
28548,2026-02-19,new,79
28549,2025-08-09,new,79
28551,2024-10-12,new,29
28551,2025-04-10,churn,-29
28552,2026-02-25,new,199
28555,2023-12-12,new,79
28557,2025-05-26,new,29
28570,2025-01-15,new,29
28571,2025-03-21,new,79
28571,2025-06-19,expansion,50
28571,2025-09-17,churn,-79
28577,2024-03-13,new,199
28581,2025-03-09,new,29
28581,2025-09-05,churn,-29
28582,2024-04-12,new,79
28591,2023-06-23,new,29
28610,2025-02-16,new,79
28611,2025-10-06,new,29
28612,2024-12-09,new,29
28616,2023-06-23,new,199
28620,2024-02-12,new,199
28625,2023-11-02,new,29
28625,2024-01-31,expansion,50
28625,2024-04-30,churn,-29
28633,2024-06-07,new,199
28636,2023-02-21,new,29
28643,2026-03-10,new,199
28645,2023-09-28,new,29
28645,2024-03-26,churn,-29
28653,2025-07-31,new,79
28654,2025-04-12,new,29
28664,2023-07-26,new,29
28665,2026-01-28,new,79
28665,2026-07-27,churn,-79
28666,2025-05-20,new,29
28666,2025-08-18,expansion,50
28667,2024-04-23,new,199
28676,2024-04-08,new,199
28677,2023-12-28,new,79
28686,2023-03-13,new,29
28688,2023-05-09,new,29
28690,2026-01-11,new,199
28692,2023-11-15,new,199
28696,2025-07-14,new,79
28705,2023-01-27,new,199
28706,2024-04-17,new,79
28709,2026-02-04,new,29
28714,2025-12-20,new,29
28714,2026-03-20,contraction,-50
28719,2025-12-10,new,29
28719,2026-03-10,contraction,-50
28724,2023-11-27,new,29
28729,2025-08-20,new,199
28729,2025-11-18,expansion,50
28744,2024-10-19,new,79
28744,2025-04-17,churn,-79
28756,2025-10-04,new,199
28758,2023-12-04,new,29
28758,2024-06-01,churn,-29
28772,2025-02-25,new,79
28773,2024-09-16,new,29
28773,2024-12-15,expansion,50
28775,2025-06-10,new,29
28775,2025-12-07,churn,-29
28779,2024-05-04,new,199
28783,2025-05-21,new,79
28784,2025-06-27,new,29
28794,2025-01-12,new,29
28797,2023-10-23,new,79
28804,2023-08-05,new,199
28804,2024-02-01,churn,-199
28831,2024-01-20,new,29
28841,2023-10-31,new,29
28842,2025-09-18,new,29
28843,2025-09-02,new,29
28845,2023-04-06,new,79
28848,2025-04-06,new,79
28856,2023-08-27,new,29
28856,2024-02-23,churn,-29
28857,2023-08-30,new,79
28873,2025-03-07,new,29
28875,2024-01-24,new,29
28877,2025-02-03,new,29
28878,2025-12-16,new,79
28885,2023-06-26,new,29
28885,2023-09-24,expansion,50
28892,2023-03-23,new,199
28906,2025-10-28,new,29
28906,2026-01-26,contraction,-50
28906,2026-04-26,churn,-29
28907,2024-01-28,new,79
28908,2024-02-11,new,79
28908,2024-05-11,expansion,50
28911,2024-02-20,new,29
28911,2024-08-18,churn,-29
28912,2023-05-18,new,29
28915,2023-03-30,new,79
28915,2023-09-26,churn,-79
28917,2023-07-11,new,199
28917,2024-01-07,churn,-199
28918,2025-11-24,new,29
28928,2024-01-25,new,79
28931,2023-06-15,new,29
28935,2024-11-07,new,79
28935,2025-05-06,churn,-79
28936,2024-10-30,new,29
28946,2024-12-03,new,79
28966,2024-03-29,new,29
28966,2024-09-25,churn,-29
28967,2025-06-30,new,79
28967,2025-12-27,churn,-79
28968,2024-08-18,new,199
28969,2023-02-16,new,199
28969,2023-08-15,churn,-199
28977,2024-07-31,new,29
28977,2024-10-29,contraction,-50
28977,2025-01-27,churn,-29
28983,2024-10-22,new,199
28983,2025-01-20,contraction,-50
28984,2023-07-24,new,79
28984,2023-10-22,contraction,-50
28985,2024-08-15,new,29
28986,2025-04-30,new,29
28987,2025-05-27,new,29
28987,2025-11-23,churn,-29
28988,2024-10-24,new,79
28989,2024-09-13,new,29
28989,2025-03-12,churn,-29
28991,2024-01-28,new,29
28991,2024-07-26,churn,-29
28998,2025-05-30,new,29
28998,2025-11-26,churn,-29
29008,2025-03-15,new,79
29008,2025-09-11,churn,-79
29025,2026-02-28,new,79
29026,2023-12-01,new,29
29029,2024-05-19,new,29
29030,2024-09-24,new,79
29030,2025-03-23,churn,-79
29035,2024-01-20,new,79
29035,2024-04-19,expansion,50
29040,2023-02-12,new,79
29040,2023-05-13,contraction,-50
29041,2025-05-13,new,199
29041,2025-08-11,contraction,-50
29042,2024-04-09,new,199
29049,2023-02-28,new,199
29049,2023-05-29,contraction,-50
29049,2023-08-27,churn,-199
29051,2023-05-11,new,79
29054,2024-04-01,new,199
29054,2024-09-28,churn,-199
29060,2025-07-28,new,79
29061,2025-07-18,new,199
29072,2026-02-09,new,29
29075,2024-06-15,new,79
29076,2025-08-16,new,199
29076,2026-02-12,churn,-199
29077,2023-07-15,new,29
29082,2024-07-01,new,29
29089,2023-05-31,new,79
29093,2025-10-01,new,29
29095,2024-01-21,new,79
29095,2024-04-20,expansion,50
29097,2024-10-14,new,29
29097,2025-04-12,churn,-29
29100,2023-09-30,new,79
29108,2023-09-07,new,29
29109,2023-08-14,new,79
29128,2024-05-21,new,29
29129,2025-03-05,new,29
29129,2025-09-01,churn,-29
29130,2025-09-09,new,79
29130,2026-03-08,churn,-79
29149,2024-05-13,new,29
29152,2024-08-06,new,79
29158,2025-04-07,new,79
29166,2025-12-04,new,29
29167,2023-12-06,new,29
29170,2025-04-01,new,29
29175,2023-06-07,new,29
29194,2025-03-14,new,29
29200,2024-11-02,new,29
29213,2023-05-04,new,199
29219,2023-10-14,new,29
29219,2024-04-11,churn,-29
29223,2024-05-21,new,29
29224,2024-05-03,new,29
29228,2023-08-17,new,29
29232,2025-11-09,new,79
29234,2025-06-05,new,29
29234,2025-12-02,churn,-29
29241,2023-01-19,new,79
29241,2023-07-18,churn,-79
29245,2024-07-15,new,29
29251,2023-06-28,new,199
29264,2024-02-27,new,79
29264,2024-08-25,churn,-79
29271,2024-03-21,new,199
29272,2024-07-19,new,79
29279,2023-05-04,new,29
29283,2023-09-05,new,79
29295,2024-09-08,new,199
29295,2025-03-07,churn,-199
29305,2025-05-10,new,199
29310,2025-04-19,new,29
29311,2024-11-06,new,79
29311,2025-05-05,churn,-79
29320,2025-01-29,new,29
29320,2025-07-28,churn,-29
29325,2025-09-08,new,79
29325,2025-12-07,contraction,-50
29326,2023-06-20,new,29
29326,2023-12-17,churn,-29
29327,2025-11-25,new,79
29329,2024-10-16,new,29
29329,2025-04-14,churn,-29
29335,2024-08-24,new,29
29338,2026-01-31,new,29
29338,2026-05-01,contraction,-50
29340,2024-08-18,new,79
29349,2023-05-03,new,199
29358,2025-11-13,new,29
29364,2023-12-11,new,29
29367,2025-11-23,new,29
29368,2025-11-22,new,79
29368,2026-05-21,churn,-79
29370,2025-11-01,new,29
29374,2024-03-27,new,79
29378,2024-04-25,new,29
29382,2023-09-10,new,79
29387,2023-08-18,new,79
29387,2024-02-14,churn,-79
29393,2025-01-28,new,199
29405,2024-01-19,new,199
29411,2026-03-04,new,79
29417,2025-09-26,new,29
29422,2024-12-07,new,79
29422,2025-03-07,expansion,50
29425,2026-02-17,new,79
29425,2026-08-16,churn,-79
29427,2025-09-07,new,29
29427,2025-12-06,expansion,50
29433,2023-12-25,new,79
29453,2024-01-22,new,79
29460,2023-12-22,new,29
29465,2025-07-19,new,79
29468,2024-11-08,new,29
29468,2025-05-07,churn,-29
29469,2023-08-02,new,79
29469,2023-10-31,expansion,50
29471,2023-08-30,new,29
29473,2025-01-17,new,79
29473,2025-04-17,expansion,50
29473,2025-07-16,churn,-79
29480,2023-05-09,new,199
29481,2023-04-29,new,79
29481,2023-07-28,expansion,50
29481,2023-10-26,churn,-79
29482,2024-03-18,new,29
29498,2024-12-01,new,29
29498,2025-05-30,churn,-29
29499,2026-03-02,new,79
29500,2024-11-01,new,29
29500,2025-01-30,expansion,50
29502,2023-06-23,new,29
29505,2024-01-13,new,29
29506,2024-09-20,new,29
29516,2023-02-13,new,29
29517,2025-09-04,new,29
29517,2026-03-03,churn,-29
29518,2023-06-26,new,29
29520,2024-07-27,new,29
29523,2024-05-12,new,29
29523,2024-08-10,contraction,-50
29523,2024-11-08,churn,-29
29529,2024-02-21,new,199
29529,2024-08-19,churn,-199
29530,2024-01-31,new,29
29534,2026-02-08,new,29
29540,2024-08-28,new,79
29540,2025-02-24,churn,-79
29551,2025-12-23,new,199
29557,2026-02-01,new,79
29570,2024-01-14,new,79
29571,2023-11-27,new,79
29576,2024-11-28,new,79
29588,2024-04-25,new,199
29588,2024-07-24,contraction,-50
29598,2025-02-16,new,79
29598,2025-05-17,expansion,50
29603,2024-12-25,new,79
29610,2024-11-02,new,29
29611,2023-01-24,new,79
29613,2024-06-28,new,79
29613,2024-12-25,churn,-79
29615,2025-12-19,new,79
29630,2025-09-21,new,79
29632,2023-05-31,new,79
29632,2023-11-27,churn,-79
29650,2024-06-22,new,29
29659,2023-10-22,new,79
29664,2023-06-19,new,79
29664,2023-09-17,expansion,50
29670,2023-11-13,new,29
29675,2024-05-04,new,79
29676,2024-07-05,new,79
29678,2025-07-08,new,29
29684,2023-10-20,new,29
29690,2025-01-22,new,79
29691,2023-03-04,new,29
29693,2025-01-25,new,199
29693,2025-07-24,churn,-199
29694,2025-08-17,new,79
29696,2025-09-26,new,199
29699,2026-02-02,new,199
29702,2025-02-18,new,29
29720,2025-07-06,new,79
29720,2025-10-04,expansion,50
29724,2023-03-01,new,29
29728,2026-02-21,new,79
29741,2023-10-08,new,79
29741,2024-04-05,churn,-79
29744,2024-02-12,new,29
29744,2024-05-12,contraction,-50
29744,2024-08-10,churn,-29
29747,2025-01-22,new,79
29749,2024-10-09,new,29
29751,2024-07-03,new,79
29751,2024-12-30,churn,-79
29760,2024-05-22,new,199
29766,2025-02-19,new,29
29767,2025-09-20,new,29
29772,2023-12-15,new,79
29772,2024-06-12,churn,-79
29774,2024-08-09,new,199
29774,2025-02-05,churn,-199
29780,2025-03-12,new,29
29791,2023-08-28,new,29
29794,2025-12-20,new,79
29796,2023-04-03,new,79
29797,2025-04-19,new,79
29797,2025-07-18,contraction,-50
29800,2026-02-09,new,29
29806,2025-01-13,new,79
29806,2025-04-13,expansion,50
29810,2025-08-07,new,29
29820,2024-06-20,new,29
29825,2023-11-17,new,79
29825,2024-05-15,churn,-79
29829,2024-04-09,new,29
29830,2025-06-10,new,29
29830,2025-12-07,churn,-29
29831,2023-02-16,new,79
29831,2023-05-17,contraction,-50
29837,2024-04-30,new,79
29839,2024-08-24,new,29
29843,2025-11-18,new,79
29844,2024-06-05,new,29
29844,2024-09-03,expansion,50
29855,2023-10-06,new,29
29856,2024-12-12,new,29
29856,2025-06-10,churn,-29
29859,2026-01-25,new,29
29861,2026-03-08,new,79
29863,2024-11-04,new,29
29863,2025-02-02,contraction,-50
29864,2025-03-23,new,79
29870,2024-01-11,new,199
29870,2024-07-09,churn,-199
29872,2023-12-15,new,79
29872,2024-03-14,contraction,-50
29876,2025-05-22,new,29
29876,2025-11-18,churn,-29
29881,2024-04-18,new,79
29889,2023-11-08,new,79
29889,2024-05-06,churn,-79
29892,2023-11-12,new,29
29898,2025-10-15,new,29
29904,2023-07-16,new,29
29905,2024-02-09,new,29
29905,2024-05-09,expansion,50
29909,2025-07-02,new,79
29913,2025-01-12,new,29
29913,2025-04-12,contraction,-50
29913,2025-07-11,churn,-29
29916,2023-06-25,new,79
29918,2023-01-26,new,79
29920,2023-07-24,new,29
29920,2023-10-22,expansion,50
29923,2024-02-12,new,199
29934,2025-07-28,new,79
29934,2026-01-24,churn,-79
29936,2025-08-02,new,29
29940,2024-04-22,new,29
29944,2023-11-13,new,79
29950,2023-04-19,new,29
29950,2023-07-18,expansion,50
29957,2026-03-03,new,29
29968,2025-12-20,new,29
29976,2024-09-14,new,79
29976,2024-12-13,expansion,50
29982,2025-08-06,new,29
29985,2024-08-04,new,29
29985,2025-01-31,churn,-29
29997,2024-10-29,new,29
30003,2024-12-27,new,29
30006,2025-12-23,new,79
30010,2024-03-13,new,79
30011,2023-09-16,new,29
30015,2024-12-31,new,29
30016,2023-08-03,new,79
30023,2026-03-07,new,79
30024,2023-03-09,new,29
30026,2024-01-24,new,29
30026,2024-07-22,churn,-29
30029,2024-09-18,new,29
30031,2024-12-03,new,29
30035,2024-09-29,new,29
30035,2025-03-28,churn,-29
30039,2024-11-28,new,29
30041,2024-12-25,new,29
30048,2023-11-02,new,29
30048,2024-04-30,churn,-29
30053,2023-11-21,new,79
30053,2024-02-19,expansion,50
30064,2026-01-17,new,79
